Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Surface de feu à l'arrivée des secours > 0,1 ha";"Type de peuplement";"Connaissance de la cause";Nature;"Intervention de l'équipe RCCI";"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Hygrométrie (%)";"Vitesse moyenne du vent (Km/h)";"Direction du vent";"Température (°C)";"Précision de la donnée"
2023;1861;"2B";"2B135";"Isolaccio-di-Fiumorbo";"2023-05-07 14:53:00";200;0;200;0;0;0;;;;;"Estimées";;;"Probable";"Malveillance";"Non";"Non";;;;;;;;""
2023;21579;"83";"83073";"Le Luc";"2023-05-07 15:37:00";10;0;10;0;0;0;;;;;"Estimées";"Non";;"Inconnue";;"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;21580;"83";"83118";"Saint-Raphaël";"2023-05-07 16:05:00";250;0;250;0;0;0;;;;;"Estimées";"Non";;"Probable";"Malveillance";"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;4768;"13";"13086";"Roquevaire";"2023-05-07 16:27:00";10;10;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;21581;"83";"83116";"Saint-Maximin-la-Sainte-Baume";"2023-05-07 18:37:00";300;0;300;0;0;0;;;;;"Estimées";"Non";;"Certaine";"Involontaire (particulier)";"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;4761;"13";"13063";"Miramas";"2023-05-07 19:11:00";10;10;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Malveillance";"Non";"Non";;;;;;;;""
2023;4765;"13";"13032";"Éguilles";"2023-05-07 21:34:00";2400;2400;0;0;0;0;;;;;"Mesurées";"Oui";"1";"Probable";"Malveillance";"Oui";"Non";;;;;;;;""
2023;4778;"13";"13047";"Istres";"2023-05-08 08:50:00";5;5;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Malveillance";"Non";"Non";;;;;;;;""
2023;4772;"13";"13005";"Aubagne";"2023-05-08 14:05:00";1000;1000;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;4781;"13";"13112";"Velaux";"2023-05-08 14:42:00";250;250;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Involontaire (particulier)";"Oui";"Non";;;;;;;;""
2023;14260;"66";"66008";"Argelès-sur-Mer";"2023-05-08 15:52:00";40000;40000;0;0;0;0;;;;;"Mesurées";"Oui";;"Probable";"Malveillance";"Oui";"Non";;;;52;57;"NO";21;""
2023;2624;"34";"34213";"Poussan";"2023-05-08 16:14:00";5157;0;5157;0;0;0;;;;;"Mesurées";;"1";"Probable";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;2622;"34";"34183";"Nissan-lez-Enserune";"2023-05-08 19:47:00";14837;0;14837;0;0;0;;;;;"Mesurées";;"1";"Probable";"Malveillance";"Non";"Non";;;;;;;;""
2023;21583;"83";"83072";"Lorgues";"2023-05-09 16:06:00";500;500;0;0;0;0;;;;;"Estimées";"Non";;"Probable";"Malveillance";"Oui";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;4783;"13";"13105";"Sénas";"2023-05-09 19:20:00";10;10;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;14263;"66";"66069";"Espira-de-l'Agly";"2023-05-10 05:12:00";30000;0;30000;0;0;0;;;;;"Estimées";"Oui";;"Probable";"Malveillance";"Non";"Non";;;;57;31;"NO";15;""
2023;1864;"06";"06083";"Menton";"2023-05-10 14:11:00";500;0;500;0;0;0;;;;;"Estimées";;;"Certaine";"Involontaire (travaux)";"Non";"Non";;;;;;;;""
2023;21584;"83";"83107";"Roquebrune-sur-Argens";"2023-05-10 14:42:00";50;0;50;0;0;0;;;;;"Estimées";"Non";;"Probable";"Involontaire (particulier)";;"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;4785;"13";"13071";"Les Pennes-Mirabeau";"2023-05-10 14:45:00";300;300;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;21585;"83";"83115";"Sainte-Maxime";"2023-05-10 15:09:00";10;0;10;0;0;0;;;;;"Estimées";"Non";;"Probable";;;"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;14267;"66";"66049";"Céret";"2023-05-10 16:04:00";1000;0;1000;0;0;0;;;;;"Estimées";"Non";;"Certaine";"Involontaire (travaux)";"Non";"Non";;;;32;38;"N";20;""
2023;2658;"2B";"2B033";"Bastia";"2023-05-10 17:46:00";500;0;100;0;0;400;;;;;"Estimées";;"1";"Inconnue";;"Non";"Non";;;;;;;;""
2023;11275;"11";"11262";"Narbonne";"2023-05-10 19:52:00";80;0;80;0;0;0;;;;;"Mesurées";;;"Inconnue";;;"Non";;;;;;;;""
2023;4789;"13";"13002";"Allauch";"2023-05-11 12:37:00";50;50;0;0;0;0;;;;;"Estimées";;"1";"Probable";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;2660;"2B";"2B152";"Luri";"2023-05-11 13:52:00";3000;0;3000;0;0;0;;;;;"Estimées";;;"Probable";"Malveillance";"Non";"Non";;;;;;;;""
2023;2659;"2B";"2B143";"Linguizzetta";"2023-05-11 14:07:00";80;0;80;0;0;0;;;;;"Estimées";;;"Probable";"Naturelle";"Non";"Non";;;;;;;;""
2023;1865;"06";"06039";"Châteauneuf-Villevieille";"2023-05-11 15:24:00";400;0;400;0;0;0;;;;;"Estimées";;;"Certaine";"Naturelle";"Non";"Non";;;;;;;;""
2023;2604;"34";"34225";"Puisserguier";"2023-05-11 17:11:00";2404;0;2404;0;0;0;;;;;"Mesurées";;"1";"Probable";"Involontaire (travaux)";"Non";"Non";;;;;;;;""
2023;21586;"83";"83140";"Tourves";"2023-05-11 21:07:00";30;30;0;0;0;0;;;;;"Estimées";"Non";;"Inconnue";;"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;4792;"13";"13039";"Fos-sur-Mer";"2023-05-11 22:59:00";100;100;0;0;0;0;;;;;"Estimées";;"1";"Probable";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;16027;"84";"84076";"Mirabeau";"2023-05-12 19:43:00";10;10;0;0;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;2476;"06";"06029";"Cannes";"2023-05-13 08:47:00";10;0;10;0;0;0;;;;;"Estimées";;;"Probable";"Naturelle";"Non";"Non";;;;;;;;""
2023;4798;"13";"13005";"Aubagne";"2023-05-13 10:13:00";30;30;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;21587;"83";"83110";"Rougiers";"2023-05-13 13:21:00";1;0;1;0;0;0;;;;;"Estimées";"Non";;"Certaine";"Involontaire (particulier)";"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;2598;"04";"04122";"Mirabeau";"2023-05-14 17:22:00";10;10;0;0;0;0;;;;;"Estimées";;;"Probable";"Naturelle";"Non";"Non";;;;;;;;""
2023;6545;"30";"30329";"Thoiras";"2023-05-15 09:32:00";77;77;0;0;0;0;;;;;"Mesurées";;;"Probable";"Involontaire (travaux)";;"Non";;;;;;;;""
2023;14277;"66";"66158";"Rasiguères";"2023-05-15 10:30:00";2000;0;2000;0;0;0;;;;;"Estimées";"Oui";;"Probable";"Malveillance";"Non";"Non";;;;72;33;"NO";14;""
2023;4803;"13";"13100";"Saint-Rémy-de-Provence";"2023-05-15 16:30:00";2000;2000;0;0;0;0;;;;;"Estimées";"Oui";"1";"Certaine";"Accidentelle";"Non";"Non";;;;;;;;""
2023;19867;"33";"33284";"Mios";"2023-05-15 18:21:51";200;200;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";0;0;0;;;;;""
2023;21589;"83";"83061";"Fréjus";"2023-05-16 11:56:00";20;0;20;0;0;0;;;;;"Estimées";"Non";;"Inconnue";;"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;2753;"34";"34322";"Valflaunès";"2023-05-16 19:14:00";186;186;0;0;0;0;;;;;"Mesurées";;"1";"Certaine";"Malveillance";"Oui";"Non";;;;;;;;""
2023;21590;"83";"83090";"Ollioules";"2023-05-16 23:30:00";10;0;10;0;0;0;;;;;"Estimées";"Non";;"Probable";"Malveillance";"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;21591;"83";"83137";"Toulon";"2023-05-16 23:55:00";2;0;2;0;0;0;;;;;"Estimées";"Non";;"Inconnue";;"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;2751;"34";"34312";"La Tour-sur-Orb";"2023-05-17 00:20:00";44;44;0;0;0;0;;;;;"Mesurées";;"2";"Probable";"Malveillance";"Non";"Non";;;;;;;;""
2023;21592;"83";"83070";"Le Lavandou";"2023-05-17 14:13:00";10;0;10;0;0;0;;;;;"Estimées";"Non";;"Certaine";"Involontaire (travaux)";"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;2676;"06";"06109";"La Roquette-sur-Var";"2023-05-17 19:28:00";10;10;0;0;0;0;;;;;"Estimées";;;"Certaine";"Naturelle";"Non";"Non";;;;;;;;""
2023;2745;"34";"34135";"Lespignan";"2023-05-18 06:44:00";16310;0;16310;0;0;0;;;;;"Mesurées";;"1";"Probable";"Malveillance";"Non";"Non";;;;;;;;""
2023;2744;"34";"34300";"Servian";"2023-05-18 14:02:00";510;0;510;0;0;0;;;;;"Mesurées";;"1";"Probable";"Involontaire (travaux)";"Non";"Non";;;;;;;;""
2023;2632;"37";"37264";"Vallères";"2023-05-18 15:28:00";200;200;;0;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;19869;"33";"33351";"Reignac";"2023-05-18 17:55:26";4000;2000;;2000;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";0;0;0;;;;;""
2023;2739;"34";"34147";"Magalas";"2023-05-18 21:23:00";5027;0;5027;0;0;0;;;;;"Mesurées";;"1";"Probable";"Malveillance";"Oui";"Non";;;;;;;;""
2023;4807;"13";"13047";"Istres";"2023-05-18 21:57:00";5;5;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;2738;"34";"34138";"Lieuran-Cabrières";"2023-05-19 13:13:00";4560;0;4560;0;0;0;;;;;"Mesurées";;"1";"Probable";"Malveillance";"Non";"Non";;;;;;;;""
2023;2633;"37";"37282";"Yzeures-sur-Creuse";"2023-05-19 15:23:00";20000;20000;;0;0;0;;;;;"Estimées";"Oui";;"Inconnue";;"Non";"Non";;;;;;;;""
2023;6610;"11";"11379";"Sigean";"2023-05-19 15:24:00";3000;0;3000;0;0;0;;;;;"Mesurées";;;"Inconnue";;;"Non";;;;;;;;""
2023;19871;"33";"33260";"Lugos";"2023-05-19 17:08:51";300;300;;0;0;0;;;;;"Estimées";;;"Probable";"Accidentelle";;"Non";0;0;0;;;;;""
2023;13091;"74";"74010";"Annecy";"2023-05-19 17:34:00";1;1;;0;0;0;;;;;"Mesurées";;;"Certaine";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;6612;"11";"11322";"Roquefort-des-Corbières";"2023-05-22 12:12:00";200;0;200;0;0;0;;;;;"Mesurées";;;"Inconnue";;;"Non";;;;;;;;""
2023;4360;"91";"91114";"Brunoy";"2023-05-22 14:44:00";5;5;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;13092;"74";"74281";"Thonon-les-Bains";"2023-05-23 02:30:00";1;1;;0;0;0;;;;;"Mesurées";;;"Certaine";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;3753;"11";"11379";"Sigean";"2023-05-23 23:46:00";500;500;0;0;0;0;;;;;"Mesurées";;;"Certaine";"Accidentelle";"Oui";"Non";;;;;;;;""
2023;9030;"10";"10352";"Sainte-Maure";"2023-05-24 16:34:00";15000;15000;;0;0;0;;;;;"Estimées";;;;;;;;;;;;;;"Données partielles ou non valides"
2023;15834;"17";"17225";"Les Mathes";"2023-05-24 16:48:00";200;200;;0;0;0;;;;;"Mesurées";;;"Inconnue";;;"Non";0;0;0;;;;;""
2023;2702;"56";"56143";"Muzillac";"2023-05-24 17:12:00";5000;5000;;0;0;0;;;;;"Estimées";"Oui";;"Inconnue";;"Non";"Non";;;;;;;;""
2023;3751;"11";"11144";"Fitou";"2023-05-24 22:03:00";500;0;500;0;0;0;;;;;"Mesurées";;;"Inconnue";;"Oui";"Non";;;;;;;;""
2023;2645;"41";"41260";"Thoury";"2023-05-25 14:02:00";1000;1000;;0;0;0;;;;;"Estimées";;;"Certaine";"Accidentelle";;"Non";;;;;;;;""
2023;2640;"59";"59491";"Raismes";"2023-05-25 15:37:00";5000;5000;;0;0;0;;;;;"Estimées";"Oui";;"Certaine";"Accidentelle";"Non";"Non";;;;;;;;""
2023;15807;"41";"41285";"Villeny";"2023-05-25 15:49:00";3000;3000;;0;0;0;;;;;"Estimées";;;"Certaine";"Accidentelle";;"Non";;;;;;;;""
2023;2643;"41";"41285";"Villeny";"2023-05-25 15:49:00";3000;3000;;0;0;0;;;;;"Estimées";;;"Certaine";"Accidentelle";;"Non";;;;;;;;""
2023;5647;"11";"11069";"Carcassonne";"2023-05-25 16:49:00";200;0;200;0;0;0;;;;;"Mesurées";;;"Inconnue";;;"Non";;;;;;;;""
2023;2703;"56";"56026";"Bubry";"2023-05-25 19:17:00";500;500;;0;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;22066;"24";"24354";"La Roche-Chalais";"2023-05-26 02:23:00";10000;10000;;0;0;0;;;;;"Estimées";;;"Probable";"Involontaire (travaux)";;"Non";;;;;;;;""
2023;17028;"16";"16029";"Bardenac";"2023-05-26 02:55:09";25000;25000;;0;0;0;;;;;"Estimées";;;"Probable";"Malveillance";;"Non";0;0;0;;;;;""
2023;22067;"24";"24354";"La Roche-Chalais";"2023-05-26 08:00:00";1;1;;0;0;0;;;;;"Estimées";;;"Probable";"Malveillance";;"Non";0;0;0;;;;;""
2023;19873;"33";"33202";"Hostens";"2023-05-26 14:49:35";2000;2000;;0;0;0;;;;;"Estimées";;;"Probable";"Naturelle";;"Non";0;0;0;;;;;""
2023;5649;"11";"11369";"Sallèles-d'Aude";"2023-05-26 20:23:00";15;15;0;0;0;0;;;;;"Mesurées";;;"Inconnue";;;"Non";;;;;;;;""
2023;14302;"66";"66231";"Vingrau";"2023-05-26 21:33:00";1580;0;1580;0;0;0;;;;;"Estimées";"Oui";;"Probable";"Malveillance";"Oui";"Non";;;;56;7;"NE";20;""
2023;17254;"40";"40056";"Brocas";"2023-05-27 15:41:00";8000;8000;;0;0;0;;;;;"Mesurées";;;"Certaine";"Accidentelle";;"Non";0;0;0;;;;;""
2023;3112;"35";"35139";"Laillé";"2023-05-27 15:52:00";100;100;;0;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;21598;"83";"83023";"Brignoles";"2023-05-27 16:00:00";50;0;50;0;0;0;;;;;"Estimées";"Non";;"Probable";"Malveillance";"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;22071;"24";"24165";"Eygurande-et-Gardedeuil";"2023-05-27 17:05:00";6000;6000;;0;0;0;;;;;"Estimées";;;"Probable";"Accidentelle";;"Non";;;;;;;;""
2023;11515;"2A";"2A142";"Levie";"2023-05-27 17:25:00";2000;0;2000;0;0;0;;;;;"Estimées";;;"Certaine";"Involontaire (particulier)";;"Non";;;;;;;;""
2023;13520;"72";"72046";"Le Breil-sur-Mérize";"2023-05-27 20:34:00";20;20;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;3282;"29";"29226";"Poullan-sur-Mer";"2023-05-27 22:30:00";250;250;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;8916;"88";"88308";"Mont-lès-Neufchâteau";"2023-05-28 13:30:00";30;30;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;13777;"32";"32160";"L'Isle-Jourdain";"2023-05-28 15:55:00";40;40;;0;0;0;;;;;"Estimées";;;"Certaine";"Accidentelle";"Non";"Non";;;;;;;;""
2023;4810;"13";"13001";"Aix-en-Provence";"2023-05-28 16:08:00";100;100;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;13778;"32";"32290";"Montréal";"2023-05-28 16:53:00";200;200;;0;0;0;;;;;"Estimées";;;"Certaine";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;18721;"47";"47286";"Sauméjan";"2023-05-28 17:12:24";6000;6000;;0;0;0;;;;;"Estimées";;;"Certaine";"Naturelle";;"Non";0;0;0;;;;;""
2023;21601;"83";"83121";"Salernes";"2023-05-28 18:34:00";50;0;50;0;0;0;;;;;"Estimées";"Non";;"Certaine";"Naturelle";"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;4814;"13";"13001";"Aix-en-Provence";"2023-05-28 21:18:00";10;10;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Malveillance";"Non";"Non";;;;;;;;""
2023;21602;"83";"83137";"Toulon";"2023-05-29 00:59:00";70;70;0;0;0;0;;;;;"Estimées";"Non";;"Probable";"Involontaire (particulier)";;"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;3284;"29";"29232";"Quimper";"2023-05-29 07:50:00";2;2;;0;0;0;;;;;"Mesurées";;;"Inconnue";;;"Non";;;;;;;;""
2023;3880;"07";"07274";"Saint-Maurice-en-Chalencon";"2023-05-29 10:00:00";5;5;0;0;0;0;;;;;"Estimées";;"4";"Probable";"Naturelle";"Non";"Non";;;;;;;;""
2023;17255;"40";"40108";"Gastes";"2023-05-29 10:09:00";500;500;;0;0;0;;;;;"Estimées";;;"Probable";"Naturelle";;"Non";0;0;0;;;;;""
2023;21603;"83";"83072";"Lorgues";"2023-05-29 10:57:00";100;100;0;0;0;0;;;;;"Estimées";"Non";;"Probable";"Accidentelle";"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;4818;"13";"13056";"Martigues";"2023-05-29 11:44:00";5;5;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;21604;"83";"83154";"Saint-Antonin-du-Var";"2023-05-29 13:36:00";3000;0;3000;0;0;0;;;;;"Estimées";"Non";;"Certaine";"Accidentelle";"Oui";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;3197;"34";"34101";"Florensac";"2023-05-29 15:11:00";33814;33814;0;0;0;0;;;;;"Mesurées";"Oui";"1";"Certaine";"Accidentelle";"Oui";"Non";;;;;;;;""
2023;3196;"34";"34328";"Vendémian";"2023-05-29 16:23:00";358;0;358;0;0;0;;;;;"Mesurées";;"1";"Probable";"Involontaire (travaux)";"Non";"Non";;;;;;;;""
2023;13094;"74";"74133";"Gaillard";"2023-05-29 16:45:00";10;10;;0;0;0;;;;;"Mesurées";;;"Probable";"Accidentelle";"Non";"Non";;;;;;;;""
2023;17552;"86";"86293";"Vivonne";"2023-05-29 17:27:00";200;200;;0;0;0;;;;;"Estimées";;;"Probable";"Accidentelle";;"Non";;;;;;;;""
2023;3194;"34";"34095";"Fabrègues";"2023-05-29 18:29:00";27;27;0;0;0;0;;;;;"Mesurées";;"4";"Certaine";"Naturelle";"Non";"Non";;;;;;;;""
2023;19876;"33";"33239";"Lerm-et-Musset";"2023-05-29 19:08:33";1200;1200;;0;0;0;;;;;"Estimées";;;"Probable";"Naturelle";;"Non";0;0;0;;;;;""
2023;21605;"83";"83129";"Six-Fours-les-Plages";"2023-05-29 19:13:00";1;1;0;0;0;0;;;;;"Estimées";"Non";;"Probable";;;"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;21607;"83";"83091";"Pierrefeu-du-Var";"2023-05-30 13:37:00";180;0;180;0;0;0;;;;;"Estimées";"Non";;"Inconnue";;"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;2675;"58";"58168";"Millay";"2023-05-30 15:40:00";1000;1000;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;13095;"74";"74151";"Lornay";"2023-05-30 17:15:00";20;20;;0;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;3190;"34";"34028";"Bédarieux";"2023-05-30 17:35:00";100;100;0;0;0;0;;;;;"Estimées";;;"Probable";"Malveillance";"Non";"Non";;;;;;;;""
2023;10756;"77";"77186";"Fontainebleau";"2023-05-31 07:13:00";20;20;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;"Données partielles ou non valides"
2023;2869;"56";"56067";"Grand-Champ";"2023-05-31 09:52:00";20;20;;0;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;19877;"33";"33255";"Lucmau";"2023-05-31 10:33:36";100;100;;0;0;0;;;;;"Estimées";;;"Probable";"Naturelle";;"Non";0;0;0;;;;;""
2023;11517;"2A";"2A108";"Évisa";"2023-05-31 14:38:00";1;0;1;0;0;0;;;;;"Estimées";;;"Certaine";"Involontaire (particulier)";;"Non";;;;;;;;""
2023;4136;"26";"26043";"Beauvoisin";"2023-05-31 15:02:00";20;20;0;0;0;0;;;;;"Estimées";;"2";"Certaine";"Naturelle";"Non";"Non";;;;;;;;""
2023;16245;"14";"14761";"Vimont";"2023-05-31 16:38:00";80;80;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;10758;"77";"77186";"Fontainebleau";"2023-05-31 17:21:00";2000;2000;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;"Données partielles ou non valides"
2023;4822;"13";"13047";"Istres";"2023-05-31 18:31:00";200;200;0;0;0;0;;;;;"Estimées";;"1";"Certaine";"Malveillance";"Non";"Non";;;;;;;;""
2023;10696;"77";"77014";"Avon";"2023-05-31 18:53:00";8;8;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;19878;"33";"33097";"Carcans";"2023-05-31 19:04:52";10;10;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";0;0;0;;;;;""
2023;10588;"77";"77186";"Fontainebleau";"2023-05-31 19:36:00";40;40;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;5653;"11";"11369";"Sallèles-d'Aude";"2023-05-31 21:14:00";50;50;0;0;0;0;;;;;"Mesurées";;;"Inconnue";;;"Non";;;;;;;;""
2023;10747;"77";"77485";"Le Vaudoué";"2023-06-01 08:08:00";10000;10000;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;"Données partielles ou non valides"
2023;2871;"56";"56176";"Pluneret";"2023-06-01 14:19:00";100;100;;0;0;0;;;;;"Estimées";;;"Probable";"Involontaire (particulier)";"Non";"Non";;;;;;;;""
2023;4004;"49";"49163";"Jarzé Villages";"2023-06-01 14:53:00";5000;5000;;0;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;10740;"77";"77186";"Fontainebleau";"2023-06-01 15:06:00";6;6;;0;0;0;;;;;"Estimées";;;"Probable";"Involontaire (particulier)";;"Non";;;;;;;;"Données partielles ou non valides"
2023;3987;"45";"45051";"Bray-Saint-Aignan";"2023-06-01 18:54:00";150;150;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;3986;"45";"45049";"Bouzy-la-Forêt";"2023-06-01 19:11:00";2000;2000;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;3988;"45";"45084";"Châtenoy";"2023-06-02 10:31:00";2000;2000;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;2771;"21";"21054";"Beaune";"2023-06-02 12:57:00";3000;3000;;0;0;0;;;;;"Estimées";"Oui";;"Inconnue";;"Non";"Non";;;;;;;;""
2023;13524;"72";"72054";"Champagné";"2023-06-02 13:12:00";4000;4000;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
2023;21608;"83";"83072";"Lorgues";"2023-06-02 16:19:00";1;1;0;0;0;0;;;;;"Estimées";"Non";;"Probable";"Naturelle";;"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;14836;"27";"27144";"Champigny-la-Futelaye";"2023-06-02 17:10:00";1800;1500;;300;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;"Données partielles ou non valides"
2023;2773;"21";"21261";"Fauverney";"2023-06-02 17:36:00";100;100;;0;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;4377;"91";"91249";"Forges-les-Bains";"2023-06-02 19:49:00";200;200;;0;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;2957;"06";"06088";"Nice";"2023-06-02 20:50:00";20;0;20;0;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;17256;"40";"40046";"Biscarrosse";"2023-06-02 21:01:00";2;2;;0;0;0;;;;;"Estimées";;;"Certaine";"Naturelle";;"Non";0;0;0;;;;;""
2023;14320;"66";"66008";"Argelès-sur-Mer";"2023-06-03 11:18:00";6000;6000;0;0;0;0;;;;;"Estimées";"Oui";;"Probable";"Malveillance";"Oui";"Non";;;;63;11;"NE";23;""
2023;3180;"34";"34063";"Caux";"2023-06-03 15:11:00";260400;0;260400;0;0;0;;;;;"Mesurées";"Oui";"1";"Certaine";"Malveillance";"Oui";"Non";;;;;;;;""
2023;3178;"34";"34063";"Caux";"2023-06-03 16:01:00";784;0;784;0;0;0;;;;;"Mesurées";;"1";"Inconnue";"Malveillance";"Non";"Non";;;;;;;;""
2023;19882;"33";"33042";"Belin-Béliet";"2023-06-03 22:15:55";8000;8000;;0;0;0;;;;;"Estimées";;;"Probable";"Naturelle";;"Non";0;0;0;;;;;""
2023;2877;"56";"56155";"Pénestin";"2023-06-04 09:54:00";20;20;;0;0;0;;;;;"Estimées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;19883;"33";"33528";"Le Temple";"2023-06-04 10:15:18";3000;3000;;0;0;0;;;;;"Estimées";;;"Probable";"Naturelle";;"Non";0;0;0;;;;;""
2023;5655;"11";"11148";"Fontcouverte";"2023-06-04 14:07:00";500;0;500;0;0;0;;;;;"Mesurées";;;"Inconnue";;;"Non";;;;;;;;""
2023;9229;"73";"73227";"Courchevel";"2023-06-04 16:30:00";10;10;;0;0;0;;;;;"Mesurées";;;"Inconnue";;"Non";"Non";;;;;;;;""
2023;21609;"83";"83099";"Puget-sur-Argens";"2023-06-04 17:57:00";70;0;70;0;0;0;;;;;"Estimées";"Non";;"Probable";"Malveillance";;"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;21610;"83";"83141";"Trans-en-Provence";"2023-06-04 18:15:00";10;0;10;0;0;0;;;;;"Estimées";"Non";;"Probable";"Naturelle";"Non";"Non";0;0;0;;;;;"Données partielles ou non valides"
2023;9345;"41";"41016";"Billy";"2023-06-04 21:46:00";100;100;;0;0;0;;;;;"Estimées";;;"Inconnue";;;"Non";;;;;;;;""
